celltype_id,strand,cts_total
100-b-cell,+,5310
101-kidney-intercalated-cell,+,6133
102-adrenal-gland-inflammatory-cell,+,6233
10-fetal-stromal-cell,+,9793
11-fetal-neuron,+,11652
12-erythroid-progenitor-cell-rp-high,+,6826
13-monocyte,+,9328
14-b-cell-plasmocyte,+,5739
15-fetal-enterocyte,+,9236
16-hepatocyte-endodermal-cell,+,8824
17-fetal-fibroblast,+,10747
18-fibroblast,+,9993
19-fetal-mesenchymal-progenitor,+,10080
1-fetal-epithelial-progenitor,+,11111
20-endothelial-cell,+,11243
21-fetal-stromal-cell,+,10840
22-dendritic-cell,+,8570
23-cb-cd34p,+,8056
24-t-cell,+,8689
25-loop-of-henle,+,9379
26-erythroid-cell,+,5838
27-stromal-cell,+,9550
28-oligodendrocyte,+,12767
29-endothelial-cell,+,10160
2-macrophage,+,10690
30-at2-cell,+,11306
31-monocyte,+,8420
32-thyroid-follicular-cell,+,10875
33-smooth-muscle-cell,+,10330
34-fibroblast,+,8883
35-smooth-muscle-cell,+,10703
36-fibroblast,+,8026
37-b-cell,+,8357
38-epithelial-cell,+,7766
39-enterocyte,+,8257
3-b-cell-plasmocyte,+,4947
40-neutrophil-rps-high,+,7073
41-antigen-presenting-cell-rps-high,+,8013
42-smooth-muscle-cell,+,10424
43-fetal-chondrocyte,+,8223
44-pancreas-exocrine-cell,+,5947
45-macrophage,+,11916
46-neutrophil,+,8297
47-m2-macrophage,+,8682
48-neutrophil,+,9412
49-epithelial-cell,+,9625
4-fibroblast,+,12269
50-gastric-chief-cell,+,2144
51-macrophage,+,9385
52-proliferating-t-cell,+,8832
53-fetal-neuron,+,11833
54-goblet-cell,+,7422
55-fasciculata-cell,+,9755
56-intercalated-cell,+,9450
57-stratified-epithelial-cell,+,9689
58-stromal-cell,+,7665
59-epithelial-cell,+,9182
5-fasciculata-cell,+,7347
60-epithelial-cell-intermediated,+,7545
61-sinusoidal-endothelial-cell,+,11694
62-primordial-germ-cell,+,11264
63-fasciculata-cell,+,7558
64-fetal-skeletal-muscle-cell,+,9275
65-enterocyte-progenitor,+,7948
66-endothelial-cell-emt,+,12284
67-basal-cell,+,9566
68-astrocyte,+,12884
69-macrophage,+,10912
6-t-cell,+,7084
70-fibroblast,+,8343
71-fetal-acinar-cell,+,13728
72-stromal-cell,+,11392
73-basal-cell,+,8348
74-ventricle-cardiomyocyte,+,9018
75-erythroid-cell,+,8101
76-mesothelial-cell,+,10904
77-ureteric-bud-cell,+,11236
78-macrophage,+,9788
79-smooth-muscle-cell,+,10706
7-fetal-mesenchymal-progenitor,+,10849
80-enterocyte,+,9559
81-epithelial-cell,+,7187
82-stratified-epithelial-cell,+,10128
83-proximal-tubule-progenitor,+,14391
84-gastric-endocrine-cell,+,10398
85-erythroid-cell,+,8728
86-mast-cell,+,11612
87-hesc,+,9760
88-fetal-endocrine-cell,+,11459
89-neutrophil,+,10155
8-endothelial-cell-apc,+,11225
90-goblet-cell,+,8266
91-goblet-cell,+,11271
92-immature-sertoli-cell,+,13979
93-myeloid-cell,+,9632
94-dendritic-cell,+,12193
95-stromal-cell,+,12175
96-fetal-neuron,+,10878
97-intermediated-cell,+,7887
98-epithelial-cell,+,10695
99-chondrocyte,+,14155
9-enterocyte-progenitor,+,7451
100-b-cell,-,5008
101-kidney-intercalated-cell,-,5618
102-adrenal-gland-inflammatory-cell,-,5870
10-fetal-stromal-cell,-,9718
11-fetal-neuron,-,11187
12-erythroid-progenitor-cell-rp-high,-,6533
13-monocyte,-,8971
14-b-cell-plasmocyte,-,5401
15-fetal-enterocyte,-,8817
16-hepatocyte-endodermal-cell,-,8374
17-fetal-fibroblast,-,10344
18-fibroblast,-,9669
19-fetal-mesenchymal-progenitor,-,9800
1-fetal-epithelial-progenitor,-,10696
20-endothelial-cell,-,10865
21-fetal-stromal-cell,-,10532
22-dendritic-cell,-,8201
23-cb-cd34p,-,7784
24-t-cell,-,8208
25-loop-of-henle,-,8894
26-erythroid-cell,-,5503
27-stromal-cell,-,9292
28-oligodendrocyte,-,12427
29-endothelial-cell,-,9828
2-macrophage,-,10211
30-at2-cell,-,10962
31-monocyte,-,7915
32-thyroid-follicular-cell,-,10283
33-smooth-muscle-cell,-,9799
34-fibroblast,-,8426
35-smooth-muscle-cell,-,10248
36-fibroblast,-,7731
37-b-cell,-,7807
38-epithelial-cell,-,7308
39-enterocyte,-,7555
3-b-cell-plasmocyte,-,4754
40-neutrophil-rps-high,-,6970
41-antigen-presenting-cell-rps-high,-,7523
42-smooth-muscle-cell,-,9952
43-fetal-chondrocyte,-,8128
44-pancreas-exocrine-cell,-,5635
45-macrophage,-,11196
46-neutrophil,-,8171
47-m2-macrophage,-,8201
48-neutrophil,-,9202
49-epithelial-cell,-,9307
4-fibroblast,-,11690
50-gastric-chief-cell,-,1878
51-macrophage,-,8988
52-proliferating-t-cell,-,8484
53-fetal-neuron,-,11363
54-goblet-cell,-,6772
55-fasciculata-cell,-,9249
56-intercalated-cell,-,8940
57-stratified-epithelial-cell,-,9232
58-stromal-cell,-,7219
59-epithelial-cell,-,8713
5-fasciculata-cell,-,6955
60-epithelial-cell-intermediated,-,7220
61-sinusoidal-endothelial-cell,-,11122
62-primordial-germ-cell,-,10557
63-fasciculata-cell,-,7177
64-fetal-skeletal-muscle-cell,-,9019
65-enterocyte-progenitor,-,7471
66-endothelial-cell-emt,-,11973
67-basal-cell,-,9111
68-astrocyte,-,12474
69-macrophage,-,10287
6-t-cell,-,6698
70-fibroblast,-,8106
71-fetal-acinar-cell,-,13083
72-stromal-cell,-,11012
73-basal-cell,-,7968
74-ventricle-cardiomyocyte,-,8503
75-erythroid-cell,-,7975
76-mesothelial-cell,-,10024
77-ureteric-bud-cell,-,10897
78-macrophage,-,9336
79-smooth-muscle-cell,-,10347
7-fetal-mesenchymal-progenitor,-,10514
80-enterocyte,-,9026
81-epithelial-cell,-,6583
82-stratified-epithelial-cell,-,9458
83-proximal-tubule-progenitor,-,14038
84-gastric-endocrine-cell,-,9798
85-erythroid-cell,-,8326
86-mast-cell,-,11005
87-hesc,-,9342
88-fetal-endocrine-cell,-,10986
89-neutrophil,-,9810
8-endothelial-cell-apc,-,10854
90-goblet-cell,-,7699
91-goblet-cell,-,10546
92-immature-sertoli-cell,-,13318
93-myeloid-cell,-,9275
94-dendritic-cell,-,11726
95-stromal-cell,-,11619
96-fetal-neuron,-,10549
97-intermediated-cell,-,7359
98-epithelial-cell,-,10316
99-chondrocyte,-,14039
9-enterocyte-progenitor,-,6737
